[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-12 14:26:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-12 14:26:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582\
[2025-03-12 14:26:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/site-one/
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c939950-awnOv7.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-includes/js/jquery/ui/core.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:e9837519aca724457792e2d5ee98a97a0367cdf9===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-includes/js/underscore.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c94343d-5xRfRe.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-includes/js/underscore.min.js?simply_static_page=1224
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-includes/js/underscore.min.js?simply_static_page=1224
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 18878 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/underscore.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c94343d-5xRfRe.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-includes/js/underscore.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:9697e3fe2d92c79debd82478603d4b59fc249714===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-includes/js/wp-util.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c94d350-ou1AyT.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-includes/js/wp-util.min.js?simply_static_page=1225
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-includes/js/wp-util.min.js?simply_static_page=1225
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 1426 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/wp-util.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c94d350-ou1AyT.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-includes/js/wp-util.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:0a77594006c8d86fdcc0adbc2b9aecaef3869586===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c953dbf-CfWpcv.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js?simply_static_page=1226
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js?simply_static_page=1226
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 50029 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c953dbf-CfWpcv.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:2c26994490dcc62a3ca5ef9fd9f12ff889a02d40===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c95ce59-FqhrxS.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?simply_static_page=1227
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?simply_static_page=1227
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 1410 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c95ce59-FqhrxS.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:ed1121a6762026897be6a24100bffd5746928896===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c962956-PkmTHQ.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?simply_static_page=1228
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?simply_static_page=1228
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 25308 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c962956-PkmTHQ.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:edca17b69a2c084c2abd43c7bda614dd7e04d2c6===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c96b810-rRyT3e.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?simply_static_page=1229
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?simply_static_page=1229
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 4014 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c96b810-rRyT3e.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:bba43108f022eaa28a7637c1ed7b7cb287d1691d===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c970c8e-JiinCM.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?simply_static_page=1230
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?simply_static_page=1230
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 1713 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c970c8e-JiinCM.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:0dc76a6bcad4bdce1b88ec6e68215733c97fc520===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c9756a1-ZofwY1.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js?simply_static_page=1231
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js?simply_static_page=1231
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 1220 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c9756a1-ZofwY1.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:1ea3dbe6177083ecd52281991680d86f49799cb5===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min.js
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c97b247-c1SV3y.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min.js?simply_static_page=1232
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min.js?simply_static_page=1232
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 6006 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min.js
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c97b247-c1SV3y.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min.js
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:8c5510ad6014b28d3a9d10fe4bf68cc6cb21b507===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/feed/
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:76] Excludable found: URL: http://localhost/site-one/feed/
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:86] Skipping URL because it is no-save and no-follow
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/comments/feed/
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:76] Excludable found: URL: http://localhost/site-one/comments/feed/
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:86] Skipping URL because it is no-save and no-follow
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/themes/hello-elementor/style.min.css
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c98604c-GxSksg.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/themes/hello-elementor/style.min.css?simply_static_page=1235
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/themes/hello-elementor/style.min.css?simply_static_page=1235
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 5501 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/hello-elementor/style.min.css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c98604c-GxSksg.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/themes/hello-elementor/style.min.css
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:c9e6ceef8e90d062d419f997ad35181712ffcb58===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/themes/hello-elementor/theme.min.css
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c98b4d3-mFtc8J.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/themes/hello-elementor/theme.min.css?simply_static_page=1236
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/themes/hello-elementor/theme.min.css?simply_static_page=1236
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 5069 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/hello-elementor/theme.min.css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c98b4d3-mFtc8J.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/themes/hello-elementor/theme.min.css
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:0d33e06b8b1e78112cbccbcc639e40b6ce59a27e===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/themes/hello-elementor/header-footer.min.css
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c99159d-Md7wFj.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/themes/hello-elementor/header-footer.min.css?simply_static_page=1237
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/themes/hello-elementor/header-footer.min.css?simply_static_page=1237
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 7212 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/hello-elementor/header-footer.min.css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c99159d-Md7wFj.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/themes/hello-elementor/header-footer.min.css
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:ca045d4ee136c522f7c17c4fb856eac38f068a40===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/uploads/elementor/css/custom-frontend.min.css
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c99794e-VvS1wT.tmp
[2025-03-12 14:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/uploads/elementor/css/custom-frontend.min.css?simply_static_page=1238
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/uploads/elementor/css/custom-frontend.min.css?simply_static_page=1238
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:103] Filesize: 53410 bytes
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/custom-frontend.min.css
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199c99794e-VvS1wT.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/uploads/elementor/css/custom-frontend.min.css
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:21] [class-ss-page.php:119] Checking Content Identical:c2b1b6557d2b86fafde00134413985bae74b6c57===. Value: FALSE
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/uploads/elementor/css/post-6.css
[2025-03-12 14:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 1257
[2025-03-12 14:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199c9a32da-58uSGV.tmp
